transaction_date,account,description,debit,credit,category,transaction_type,customer_vendor,payment_method,reference
13-Feb-23,Accounts Receivable,Transaction 2354,865.64,865.64,Revenue,Purchase,Customer 86,Check,48329
16-Nov-23,Inventory,Transaction 2355,926.38,926.38,Expense,Expense,Customer 91,Bank Transfer,60950
20-Jun-23,Inventory,Transaction 2356,737.52,737.52,Asset,Sale,Customer 13,Check,85312
01-Aug-23,Inventory,Transaction 2357,602.87,602.87,Liability,Purchase,Customer 39,Bank Transfer,16790
13-Jun-23,Cash,Transaction 2358,953.09,953.09,Expense,Expense,Customer 99,Check,51010
26-Nov-23,Cash,Transaction 2359,899.43,899.43,Liability,Sale,Customer 98,Cash,23988
03-Jan-23,Accounts Payable,Transaction 2360,780.95,780.95,Expense,Transfer,Customer 92,Bank Transfer,20494
11-May-23,Cash,Transaction 2361,838.01,838.01,Expense,Expense,Customer 39,Bank Transfer,64015
08-Feb-23,Cash,Transaction 2362,296.69,296.69,Asset,Purchase,Customer 46,Bank Transfer,29483
11-Jan-23,Inventory,Transaction 2363,668.99,668.99,Revenue,Purchase,Customer 44,Credit Card,13344
26-Sep-23,Accounts Payable,Transaction 2364,884.83,884.83,Expense,Expense,Customer 8,Check,33285
12-Jan-23,Accounts Payable,Transaction 2365,674.5,674.5,Asset,Transfer,Customer 64,Check,80934
10-Feb-23,Inventory,Transaction 2366,904.26,904.26,Liability,Sale,Customer 70,Credit Card,77717
05-Jun-23,Accounts Receivable,Transaction 2367,507.07,507.07,Asset,Purchase,Customer 8,Cash,92254
13-Apr-23,Inventory,Transaction 2368,690.3,690.3,Expense,Expense,Customer 71,Credit Card,69591
06-Sep-23,Cash,Transaction 2369,276.31,276.31,Asset,Sale,Customer 98,Cash,33162
03-Apr-23,Accounts Receivable,Transaction 2370,215.09,215.09,Expense,Sale,Customer 41,Credit Card,53900
05-Sep-23,Accounts Receivable,Transaction 2371,727.47,727.47,Expense,Transfer,Customer 44,Bank Transfer,55985
18-Jun-23,Accounts Receivable,Transaction 2372,859.71,859.71,Revenue,Sale,Customer 25,Credit Card,45197
18-Aug-23,Accounts Receivable,Transaction 2373,235.03,235.03,Revenue,Purchase,Customer 5,Check,88997
28-Nov-23,Inventory,Transaction 2374,600.7,600.7,Expense,Transfer,Customer 88,Bank Transfer,41576
04-Oct-23,Inventory,Transaction 2375,944.24,944.24,Liability,Transfer,Customer 95,Bank Transfer,18467
08-Feb-23,Accounts Receivable,Transaction 2376,395.1,395.1,Expense,Expense,Customer 83,Credit Card,83135
25-Feb-23,Accounts Receivable,Transaction 2377,843.47,843.47,Revenue,Purchase,Customer 85,Cash,48953
07-Dec-23,Cash,Transaction 2378,174.64,174.64,Revenue,Expense,Customer 20,Credit Card,13562
17-Aug-23,Inventory,Transaction 2379,567.61,567.61,Asset,Purchase,Customer 47,Bank Transfer,56033
15-Feb-23,Cash,Transaction 2380,295.95,295.95,Revenue,Purchase,Customer 97,Credit Card,64645
22-May-23,Accounts Receivable,Transaction 2381,928.89,928.89,Liability,Sale,Customer 84,Cash,24298
05-Dec-23,Cash,Transaction 2382,511.54,511.54,Revenue,Transfer,Customer 84,Bank Transfer,13970
07-Dec-23,Accounts Payable,Transaction 2383,579.1,579.1,Expense,Purchase,Customer 14,Bank Transfer,81938
23-Nov-23,Accounts Receivable,Transaction 2384,648.61,648.61,Expense,Expense,Customer 49,Cash,20606
10-Dec-23,Accounts Receivable,Transaction 2385,655.09,655.09,Asset,Purchase,Customer 95,Check,34449
10-Sep-23,Accounts Receivable,Transaction 2386,552.96,552.96,Asset,Transfer,Customer 69,Check,49115
12-Mar-23,Cash,Transaction 2387,448.16,448.16,Revenue,Expense,Customer 35,Bank Transfer,70038
21-Feb-23,Accounts Payable,Transaction 2388,978.49,978.49,Liability,Transfer,Customer 47,Check,83395
10-May-23,Accounts Payable,Transaction 2389,895.14,895.14,Revenue,Transfer,Customer 7,Check,75351
18-Jul-23,Accounts Payable,Transaction 2390,875.14,875.14,Revenue,Transfer,Customer 35,Check,40025
01-Oct-23,Cash,Transaction 2391,262.57,262.57,Asset,Sale,Customer 28,Cash,50203
26-Feb-23,Accounts Payable,Transaction 2392,732.71,732.71,Expense,Expense,Customer 17,Cash,91225
05-Jul-23,Accounts Receivable,Transaction 2393,928.28,928.28,Expense,Expense,Customer 29,Credit Card,34031
15-Jun-23,Accounts Payable,Transaction 2394,623.19,623.19,Revenue,Sale,Customer 51,Cash,58100
27-Oct-23,Cash,Transaction 2395,686.52,686.52,Asset,Transfer,Customer 26,Bank Transfer,15158
22-Mar-23,Inventory,Transaction 2396,730.54,730.54,Liability,Transfer,Customer 80,Check,16768
14-Apr-23,Accounts Receivable,Transaction 2397,400.99,400.99,Revenue,Sale,Customer 97,Bank Transfer,89505
21-Jun-23,Cash,Transaction 2398,102.64,102.64,Asset,Purchase,Customer 10,Credit Card,14010
01-Jan-23,Accounts Receivable,Transaction 2399,732.54,732.54,Asset,Expense,Customer 3,Check,86604
26-Feb-23,Accounts Receivable,Transaction 2400,818.72,818.72,Asset,Purchase,Customer 83,Cash,18508
03-Jan-23,Inventory,Transaction 2401,784.04,784.04,Expense,Transfer,Customer 10,Cash,67473
19-Jul-23,Cash,Transaction 2402,715.63,715.63,Asset,Sale,Customer 15,Credit Card,31252
24-Apr-23,Inventory,Transaction 2403,464.35,464.35,Asset,Sale,Customer 58,Credit Card,85262
10-Sep-23,Cash,Transaction 2404,273.8,273.8,Revenue,Sale,Customer 21,Cash,75133
26-Sep-23,Inventory,Transaction 2405,844.08,844.08,Liability,Expense,Customer 43,Cash,27227
20-Jun-23,Cash,Transaction 2406,145.45,145.45,Expense,Sale,Customer 2,Cash,43815
09-Jul-23,Accounts Payable,Transaction 2407,297.17,297.17,Expense,Sale,Customer 58,Cash,82036
25-Jul-23,Inventory,Transaction 2408,668.71,668.71,Asset,Sale,Customer 39,Cash,74926
20-Aug-23,Inventory,Transaction 2409,547.1,547.1,Asset,Sale,Customer 49,Check,94538
28-Jun-23,Accounts Receivable,Transaction 2410,982.3,982.3,Liability,Purchase,Customer 79,Credit Card,96556
28-May-23,Inventory,Transaction 2411,863.61,863.61,Asset,Sale,Customer 39,Check,37525
09-Apr-23,Accounts Receivable,Transaction 2412,977.87,977.87,Revenue,Transfer,Customer 48,Cash,65691
22-Jun-23,Inventory,Transaction 2413,612.12,612.12,Liability,Purchase,Customer 14,Cash,12722
13-Jan-23,Inventory,Transaction 2414,952.46,952.46,Expense,Transfer,Customer 39,Bank Transfer,82949
13-Jun-23,Accounts Payable,Transaction 2415,610.26,610.26,Asset,Transfer,Customer 11,Bank Transfer,52428
12-Feb-23,Inventory,Transaction 2416,626.26,626.26,Liability,Transfer,Customer 3,Check,79266
09-Apr-23,Inventory,Transaction 2417,54.72,54.72,Asset,Transfer,Customer 17,Cash,14905
02-Jan-23,Accounts Payable,Transaction 2418,703.92,703.92,Revenue,Purchase,Customer 79,Check,45441
22-May-23,Accounts Receivable,Transaction 2419,656.01,656.01,Asset,Purchase,Customer 96,Bank Transfer,92603
20-Nov-23,Accounts Receivable,Transaction 2420,504.74,504.74,Liability,Transfer,Customer 70,Bank Transfer,33263
17-Aug-23,Inventory,Transaction 2421,698.74,698.74,Liability,Transfer,Customer 96,Cash,52145
20-May-23,Accounts Payable,Transaction 2422,453.29,453.29,Expense,Sale,Customer 90,Bank Transfer,72261
25-Feb-23,Inventory,Transaction 2423,636.88,636.88,Liability,Sale,Customer 26,Credit Card,71362
25-Aug-23,Accounts Payable,Transaction 2424,437.87,437.87,Liability,Expense,Customer 38,Cash,95797
01-May-23,Accounts Payable,Transaction 2425,783.47,783.47,Asset,Expense,Customer 40,Cash,10816
19-May-23,Accounts Payable,Transaction 2426,106.14,106.14,Asset,Sale,Customer 47,Bank Transfer,22997
23-Nov-23,Accounts Payable,Transaction 2427,160.02,160.02,Asset,Purchase,Customer 5,Credit Card,80829
28-Jun-23,Accounts Receivable,Transaction 2428,462.42,462.42,Liability,Transfer,Customer 32,Check,53491
26-Sep-23,Cash,Transaction 2429,110,110,Liability,Transfer,Customer 91,Bank Transfer,66652
02-Jun-23,Inventory,Transaction 2430,217.14,217.14,Asset,Transfer,Customer 32,Bank Transfer,22182
10-Sep-23,Accounts Receivable,Transaction 2431,404.3,404.3,Asset,Sale,Customer 79,Credit Card,12778
08-Nov-23,Accounts Receivable,Transaction 2432,874.3,874.3,Expense,Expense,Customer 92,Bank Transfer,96969
15-Jun-23,Cash,Transaction 2433,50.95,50.95,Expense,Transfer,Customer 10,Check,46007
17-Jan-23,Cash,Transaction 2434,107.63,107.63,Expense,Expense,Customer 90,Bank Transfer,11955
22-Oct-23,Cash,Transaction 2435,415.8,415.8,Liability,Expense,Customer 23,Cash,73270
18-Aug-23,Accounts Receivable,Transaction 2436,924.7,924.7,Liability,Transfer,Customer 36,Cash,74770
05-Jun-23,Inventory,Transaction 2437,724.78,724.78,Expense,Expense,Customer 63,Bank Transfer,13274
05-Jun-23,Accounts Receivable,Transaction 2438,844.81,844.81,Liability,Transfer,Customer 4,Bank Transfer,92165
28-Mar-23,Cash,Transaction 2439,584.49,584.49,Expense,Transfer,Customer 57,Cash,11183
07-Aug-23,Inventory,Transaction 2440,989.94,989.94,Expense,Expense,Customer 62,Check,72227
04-Apr-23,Accounts Receivable,Transaction 2441,543.91,543.91,Liability,Transfer,Customer 91,Check,88271
16-Mar-23,Accounts Receivable,Transaction 2442,954.12,954.12,Liability,Transfer,Customer 77,Bank Transfer,97057
01-Dec-23,Inventory,Transaction 2443,428.47,428.47,Revenue,Transfer,Customer 9,Cash,54343
13-Sep-23,Accounts Payable,Transaction 2444,794.49,794.49,Asset,Expense,Customer 66,Check,75665
17-May-23,Accounts Receivable,Transaction 2445,179.94,179.94,Liability,Expense,Customer 74,Credit Card,63515
24-Nov-23,Cash,Transaction 2446,857.96,857.96,Expense,Expense,Customer 4,Check,64882
13-Sep-23,Accounts Receivable,Transaction 2447,505.36,505.36,Asset,Transfer,Customer 9,Bank Transfer,66796
02-Feb-23,Accounts Payable,Transaction 2448,586.47,586.47,Asset,Sale,Customer 46,Cash,66610
22-May-23,Accounts Receivable,Transaction 2449,359.59,359.59,Revenue,Sale,Customer 21,Check,96974
02-Nov-23,Accounts Payable,Transaction 2450,281.58,281.58,Revenue,Purchase,Customer 71,Credit Card,34061
17-Aug-23,Accounts Payable,Transaction 2451,718.91,718.91,Expense,Purchase,Customer 89,Cash,84713
14-Oct-23,Accounts Payable,Transaction 2452,129.54,129.54,Expense,Sale,Customer 40,Cash,20741
25-Feb-23,Inventory,Transaction 2453,120.16,120.16,Expense,Sale,Customer 67,Bank Transfer,94160
16-Jan-23,Inventory,Transaction 2454,576.87,576.87,Liability,Sale,Customer 82,Credit Card,90809
13-Dec-23,Cash,Transaction 2455,282.05,282.05,Expense,Sale,Customer 1,Credit Card,90484
28-Jan-23,Accounts Payable,Transaction 2456,644.76,644.76,Liability,Sale,Customer 98,Cash,58278
02-Mar-23,Accounts Receivable,Transaction 2457,735.87,735.87,Liability,Sale,Customer 56,Cash,13985
03-Aug-23,Inventory,Transaction 2458,640.9,640.9,Expense,Transfer,Customer 46,Cash,41508
27-Mar-23,Cash,Transaction 2459,713.14,713.14,Liability,Sale,Customer 57,Bank Transfer,79793
04-May-23,Cash,Transaction 2460,340.62,340.62,Revenue,Expense,Customer 59,Bank Transfer,83602
03-Nov-23,Accounts Receivable,Transaction 2461,993.78,993.78,Liability,Sale,Customer 35,Cash,89599
27-Jul-23,Accounts Receivable,Transaction 2462,341.31,341.31,Revenue,Sale,Customer 61,Bank Transfer,92910
23-Jul-23,Accounts Payable,Transaction 2463,208.83,208.83,Expense,Purchase,Customer 20,Bank Transfer,89044
22-Jun-23,Accounts Receivable,Transaction 2464,328.43,328.43,Asset,Purchase,Customer 51,Check,48303
26-Dec-23,Accounts Receivable,Transaction 2465,365.89,365.89,Expense,Transfer,Customer 81,Cash,69268
18-Apr-23,Accounts Receivable,Transaction 2466,651.04,651.04,Liability,Sale,Customer 2,Cash,90442
11-Dec-23,Accounts Receivable,Transaction 2467,791.34,791.34,Expense,Purchase,Customer 85,Bank Transfer,75633
12-Mar-23,Accounts Payable,Transaction 2468,262.9,262.9,Revenue,Purchase,Customer 14,Credit Card,70524
07-Jun-23,Inventory,Transaction 2469,896.98,896.98,Liability,Transfer,Customer 52,Credit Card,49353
22-Dec-23,Accounts Payable,Transaction 2470,832.97,832.97,Expense,Purchase,Customer 67,Bank Transfer,41845
01-Oct-23,Cash,Transaction 2471,990.26,990.26,Asset,Expense,Customer 2,Bank Transfer,20749
02-Apr-23,Accounts Receivable,Transaction 2472,352.96,352.96,Liability,Sale,Customer 89,Credit Card,80182
07-Dec-23,Inventory,Transaction 2473,580.44,580.44,Revenue,Purchase,Customer 94,Bank Transfer,31059
13-Jul-23,Accounts Receivable,Transaction 2474,720.21,720.21,Asset,Expense,Customer 76,Cash,96795
05-Sep-23,Accounts Payable,Transaction 2475,595.12,595.12,Asset,Sale,Customer 5,Bank Transfer,81933
25-Apr-23,Cash,Transaction 2476,176.94,176.94,Expense,Purchase,Customer 38,Credit Card,54318
25-Aug-23,Accounts Payable,Transaction 2477,486.76,486.76,Liability,Purchase,Customer 7,Cash,98411
08-Aug-23,Cash,Transaction 2478,309.29,309.29,Revenue,Purchase,Customer 15,Cash,76807
05-Nov-23,Accounts Payable,Transaction 2479,692.37,692.37,Liability,Expense,Customer 31,Cash,26563
20-Sep-23,Inventory,Transaction 2480,241.64,241.64,Revenue,Expense,Customer 49,Check,81775
26-Nov-23,Cash,Transaction 2481,994,994,Asset,Purchase,Customer 7,Credit Card,76369
09-Jul-23,Inventory,Transaction 2482,841.32,841.32,Liability,Expense,Customer 83,Credit Card,19659
17-Aug-23,Cash,Transaction 2483,574.73,574.73,Liability,Sale,Customer 74,Bank Transfer,65089
03-Jun-23,Accounts Receivable,Transaction 2484,116.28,116.28,Liability,Purchase,Customer 34,Check,42804
10-Feb-23,Cash,Transaction 2485,593.48,593.48,Liability,Expense,Customer 59,Cash,35272
01-May-23,Cash,Transaction 2486,898.76,898.76,Asset,Expense,Customer 38,Check,66634
03-Oct-23,Inventory,Transaction 2487,225.6,225.6,Asset,Sale,Customer 10,Bank Transfer,50217
17-Sep-23,Accounts Receivable,Transaction 2488,176.08,176.08,Expense,Purchase,Customer 91,Bank Transfer,29465
21-Sep-23,Inventory,Transaction 2489,833.98,833.98,Liability,Expense,Customer 93,Credit Card,30700
26-Jul-23,Inventory,Transaction 2490,311.44,311.44,Expense,Purchase,Customer 7,Bank Transfer,27946
18-May-23,Cash,Transaction 2491,585.47,585.47,Expense,Sale,Customer 72,Bank Transfer,30175
05-Mar-23,Accounts Receivable,Transaction 2492,931.02,931.02,Asset,Purchase,Customer 94,Check,14697
11-Apr-23,Cash,Transaction 2493,986.49,986.49,Asset,Transfer,Customer 97,Bank Transfer,53003
04-Jul-23,Inventory,Transaction 2494,268.67,268.67,Revenue,Transfer,Customer 18,Check,46228
08-Apr-23,Inventory,Transaction 2495,442.68,442.68,Liability,Purchase,Customer 6,Cash,27222
06-Aug-23,Cash,Transaction 2496,922.97,922.97,Liability,Transfer,Customer 92,Credit Card,22734
08-Mar-23,Cash,Transaction 2497,625.05,625.05,Asset,Transfer,Customer 45,Check,33727
13-Jan-23,Inventory,Transaction 2498,755.26,755.26,Liability,Sale,Customer 6,Credit Card,97860
21-Nov-23,Inventory,Transaction 2499,777.99,777.99,Revenue,Sale,Customer 31,Bank Transfer,60753
25-Dec-23,Accounts Payable,Transaction 2500,796.49,796.49,Expense,Purchase,Customer 90,Credit Card,85417
03-Aug-23,Accounts Receivable,Transaction 2501,393.3,393.3,Liability,Sale,Customer 94,Cash,84612
03-Jan-23,Cash,Transaction 2502,874.47,874.47,Asset,Purchase,Customer 53,Cash,65718
02-Oct-23,Cash,Transaction 2503,794.61,794.61,Liability,Expense,Customer 78,Check,59942
26-Jun-23,Cash,Transaction 2504,743.86,743.86,Liability,Sale,Customer 61,Check,35128
07-Aug-23,Accounts Receivable,Transaction 2505,641.25,641.25,Expense,Purchase,Customer 100,Bank Transfer,65649
03-Mar-23,Accounts Payable,Transaction 2506,820.75,820.75,Revenue,Sale,Customer 79,Check,94330
10-Aug-23,Accounts Receivable,Transaction 2507,465.53,465.53,Revenue,Transfer,Customer 67,Check,17060
28-Sep-23,Inventory,Transaction 2508,434.72,434.72,Liability,Transfer,Customer 9,Credit Card,71965
17-May-23,Accounts Receivable,Transaction 2509,639.84,639.84,Expense,Expense,Customer 77,Check,79460
07-May-23,Inventory,Transaction 2510,667.94,667.94,Asset,Expense,Customer 14,Cash,16706
10-Feb-23,Inventory,Transaction 2511,425.26,425.26,Asset,Sale,Customer 52,Cash,53269
03-Sep-23,Cash,Transaction 2512,590.76,590.76,Expense,Transfer,Customer 48,Check,26142
13-May-23,Cash,Transaction 2513,812.57,812.57,Revenue,Purchase,Customer 45,Bank Transfer,98493
19-Feb-23,Inventory,Transaction 2514,925.33,925.33,Revenue,Purchase,Customer 68,Check,32393
17-Jul-23,Inventory,Transaction 2515,165.97,165.97,Revenue,Transfer,Customer 21,Bank Transfer,52632
25-Apr-23,Accounts Receivable,Transaction 2516,511.19,511.19,Revenue,Sale,Customer 26,Bank Transfer,20145
08-Jan-23,Accounts Receivable,Transaction 2517,429.54,429.54,Asset,Expense,Customer 83,Check,10666
24-Dec-23,Accounts Receivable,Transaction 2518,563.91,563.91,Expense,Purchase,Customer 14,Credit Card,35843
08-Jan-23,Accounts Receivable,Transaction 2519,765.29,765.29,Expense,Purchase,Customer 50,Bank Transfer,91163
23-Sep-23,Accounts Payable,Transaction 2520,339.18,339.18,Expense,Purchase,Customer 48,Bank Transfer,74982
05-Jan-23,Accounts Receivable,Transaction 2521,533.4,533.4,Asset,Sale,Customer 37,Cash,83310
19-Sep-23,Accounts Payable,Transaction 2522,126.54,126.54,Asset,Sale,Customer 42,Bank Transfer,35640
02-Oct-23,Inventory,Transaction 2523,879.24,879.24,Revenue,Expense,Customer 84,Bank Transfer,91539
02-Nov-23,Inventory,Transaction 2524,817.35,817.35,Liability,Transfer,Customer 45,Bank Transfer,61027
18-Nov-23,Cash,Transaction 2525,939.17,939.17,Expense,Purchase,Customer 11,Bank Transfer,78764
27-Jan-23,Inventory,Transaction 2526,469.23,469.23,Expense,Expense,Customer 43,Check,77490
28-Feb-23,Inventory,Transaction 2527,451.15,451.15,Revenue,Expense,Customer 79,Check,94544
19-Mar-23,Inventory,Transaction 2528,461.21,461.21,Expense,Purchase,Customer 97,Credit Card,66939
13-Jan-23,Accounts Receivable,Transaction 2529,830.27,830.27,Revenue,Sale,Customer 58,Cash,66788
22-Mar-23,Accounts Receivable,Transaction 2530,339.48,339.48,Revenue,Transfer,Customer 69,Cash,79975
04-Jan-23,Accounts Receivable,Transaction 2531,716.99,716.99,Revenue,Expense,Customer 92,Cash,33233
06-Jan-23,Cash,Transaction 2532,585.97,585.97,Asset,Sale,Customer 28,Cash,67787
28-Oct-23,Accounts Payable,Transaction 2533,491.41,491.41,Asset,Purchase,Customer 98,Bank Transfer,95636
11-Aug-23,Inventory,Transaction 2534,718.19,718.19,Asset,Purchase,Customer 9,Credit Card,40936
24-Mar-23,Inventory,Transaction 2535,910.41,910.41,Revenue,Expense,Customer 91,Bank Transfer,95850
08-May-23,Inventory,Transaction 2536,144.83,144.83,Expense,Sale,Customer 38,Credit Card,66198
25-Apr-23,Inventory,Transaction 2537,407.48,407.48,Asset,Sale,Customer 46,Check,88168
28-Dec-23,Accounts Payable,Transaction 2538,336.7,336.7,Expense,Expense,Customer 44,Cash,60747
17-Nov-23,Accounts Payable,Transaction 2539,155.9,155.9,Liability,Purchase,Customer 36,Cash,64303
25-Jan-23,Cash,Transaction 2540,418.64,418.64,Revenue,Purchase,Customer 39,Check,72019
21-May-23,Cash,Transaction 2541,529.02,529.02,Liability,Sale,Customer 60,Check,45131
11-Oct-23,Inventory,Transaction 2542,886.69,886.69,Asset,Transfer,Customer 38,Bank Transfer,77544
16-Apr-23,Cash,Transaction 2543,415.51,415.51,Expense,Expense,Customer 28,Credit Card,78084
17-Aug-23,Cash,Transaction 2544,185.54,185.54,Liability,Purchase,Customer 84,Cash,75021
20-Sep-23,Accounts Payable,Transaction 2545,942,942,Revenue,Expense,Customer 2,Check,27662
05-Mar-23,Accounts Payable,Transaction 2546,494.51,494.51,Expense,Expense,Customer 44,Cash,92813
22-Nov-23,Accounts Payable,Transaction 2547,644.01,644.01,Revenue,Purchase,Customer 100,Check,74603
11-May-23,Inventory,Transaction 2548,231.78,231.78,Expense,Expense,Customer 8,Cash,74349
04-Jul-23,Cash,Transaction 2549,170.27,170.27,Revenue,Sale,Customer 89,Credit Card,75212
21-Nov-23,Accounts Payable,Transaction 2550,325.85,325.85,Expense,Purchase,Customer 45,Cash,36225
07-Jul-23,Accounts Payable,Transaction 2551,582.69,582.69,Asset,Purchase,Customer 72,Cash,10339
02-May-23,Accounts Receivable,Transaction 2552,311.66,311.66,Revenue,Sale,Customer 33,Credit Card,74026
01-Jan-23,Cash,Transaction 2553,856.63,856.63,Expense,Transfer,Customer 99,Credit Card,25533
22-Oct-23,Accounts Receivable,Transaction 2554,623.56,623.56,Liability,Transfer,Customer 73,Check,72980
07-Apr-23,Accounts Receivable,Transaction 2555,479.4,479.4,Revenue,Sale,Customer 48,Cash,64597
22-Jul-23,Cash,Transaction 2556,798.46,798.46,Asset,Expense,Customer 40,Bank Transfer,70497
14-Sep-23,Cash,Transaction 2557,829.38,829.38,Expense,Sale,Customer 3,Cash,43213
04-Jul-23,Accounts Payable,Transaction 2558,899.69,899.69,Asset,Sale,Customer 87,Bank Transfer,62561
22-Apr-23,Accounts Receivable,Transaction 2559,669.66,669.66,Liability,Transfer,Customer 5,Check,42632
